城市,城市shapefile,City,Lat,Long,tarvl_2011,trev_2011,CPIp_2011,CPIb_2011,hprice_2011,pgdp_2011,salary_2011,pop_2011,area_2011,road_2011,hotel_2011,agent_2011,Aspot_2011,railway_2011,darvl_2011,drev_2011,iarvl_2011,irev_2011,tarvl_2012,trev_2012,CPIp_2012,CPIb_2012,hprice_2012,pgdp_2012,salary_2012,pop_2012,area_2012,road_2012,hotel_2012,agent_2012,Aspot_2012,railway_2012,darvl_2012,drev_2012,iarvl_2012,irev_2012,tarvl_2013,trev_2013,CPIp_2013,CPIb_2013,hprice_2013,pgdp_2013,salary_2013,pop_2013,area_2013,road_2013,hotel_2013,agent_2013,Aspot_2013,railway_2013,darvl_2013,drev_2013,iarvl_2013,irev_2013,tarvl_2014,trev_2014,CPIp_2014,CPIb_2014,hprice_2014,pgdp_2014,salary_2014,pop_2014,area_2014,road_2014,hotel_2014,agent_2014,Aspot_2014,railway_2014,darvl_2014,drev_2014,iarvl_2014,irev_2014,tarvl_2015,trev_2015,CPIp_2015,CPIb_2015,hprice_2015,pgdp_2015,salary_2015,pop_2015,area_2015,road_2015,hotel_2015,agent_2015,Aspot_2015,railway_2015,darvl_2015,drev_2015,iarvl_2015,irev_2015,tarvl_2016,trev_2016,CPIp_2016,CPIb_2016,hprice_2016,pgdp_2016,salary_2016,pop_2016,area_2016,road_2016,hotel_2016,agent_2016,Aspot_2016,railway_2016,darvl_2016,drev_2016,iarvl_2016,irev_2016,tarvl_2017,trev_2017,CPIp_2017,CPIb_2017,hprice_2017,pgdp_2017,salary_2017,pop_2017,area_2017,road_2017,hotel_2017,agent_2017,Aspot_2017,railway_2017,darvl_2017,drev_2017,iarvl_2017,irev_2017,tarvl_2018,trev_2018,CPIp_2018,CPIb_2018,hprice_2018,pgdp_2018,salary_2018,pop_2018,area_2018,road_2018,hotel_2018,agent_2018,Aspot_2018,railway_2018,darvl_2018,drev_2018,iarvl_2018,irev_2018,tarvl_2019,trev_2019,CPIp_2019,CPIb_2019,hprice_2019,pgdp_2019,salary_2019,pop_2019,area_2019,road_2019,hotel_2019,agent_2019,Aspot_2019,railway_2019,darvl_2019,drev_2019,iarvl_2019,irev_2019
安顺,安顺市,Anshun,26.2592523787149,105.954417123889,1855.7,187.341156788,100,1,2617.886179,12468,35037.49,228,9267,292.2,18,,,0,175,18520,18382,33.151,2243.93,194.990520625,102.5,1.025,2812.98701299,16112,39430,228.34,9267,323.23,25,,,0,177.3,19300,22262,31.533,2581.36,249.0976373968,102.1,1.046525,2992.65197061,18725,45944,230.05,9267,417.6999999999999,25,,,0,157.9,24712,25655.7,31.9324,3175.16,307.6,102.3,1.070595075,3207.968340287551,22569,49204,230.81,9267,457.3800000000001,,,,0,111.6,30626,31640,21.81415641075783,3901.639999999999,378.35,101.8,1.089865786349999,3050.386100747257,27065,60798,231.35,9267,629.73,,,,0,112.2,37700,38904.2,21.6749084837201,5408.280000000001,545.96,101.6,1.107303638931599,3006.066110753893,30216,66742,242.48,9267,876.8000000000001,,,,0,133.5,54396,53949.3,30.11005224094064,7464.1181,765.5949966000001,100.7,1.115054764404121,3688.56577823448,34345,69391,244.51,9267,939.7,,,,0,66.181,76467,74575,13.7,10122.73,1035.41,101.3,1.129550476341374,4339.919503460129,36164,78328,245.37,9267,939.7,,,,0,-100,-100,-100,-100,10879.52,1061.59,102.1,1.153271036344543,4592.110423986977,39177,80727,246.55,9267,1130.21,,,,0,-100,-100,-100,-100
定西,定西市,Dingxi,35.5868329265618,104.632420083063,274.624,10.4025656549592,100,1,2501.420806,6916,32711.53,270.51,20330,186.66,22,,,0,.24,1040,2746,.0397234,364.236,14.90433775873125,102.75015,1.0275015,2744.01849648,7747,36839,266.7375,19609,214.41,22,,,0,.36,1490,3642,.06871697,292.8768,12.3707493772,103.4,1.062436551,3099.82700562,9295,36960,264.2177,20330,228.6,22,,,0,.068,1237,2928.7,.0121,360.0000000000001,15.87,102.4,1.087935028224,3267.43865153,9896,41499,262.4477,19609,261,,,,0,.012,1586.98710012,3599.988,.0021,444,18.89,101.63431834,1.105715349917549,3382.558158,10320,49583,260.43,19609,267.6,,,,0,.073,1888.91716228,4439.927,.0133,538,23.3,101.9,1.126723941565982,3465.646233,11153,54735,258.9478,19609,270.4,,,,0,.285,2329.6704622124,5379.715,.049612,659,29.6,101.62979703,1.145087254901924,3710.081044,11693,61813,257.9757,19609,282.4,,,,0,.429,2959.4046465314,6589.571,.088177,815,38.6,102.25354293,1.170892287777097,4020.738311,12656,66545,256.0836,19609,285.2,,,,0,.728,3859.272086,8149.272,.11,1040,50.90000000000001,102.17549265,1.196364963437105,4490.68119804,14746,69024,254.3135,19609,293.07,,,,0,.468,5089.367842155501,10399.532,.091637
宜宾,宜宾市,Yibin,28.7580070285518,104.649403704869,1720.66,130.603082448,100,1,3279.711784,24424,34411.27,446,13271,424.12,28,,,0,5.6,13050,17201,1.596,2112.41,166.010658125,102.4,1.024,3712.47218473,27865,40372.56,442.9,13271,439.55,26,,,0,6.1,16590,21118,1.753,2498.1734,208.7029270872,102.6,1.050624,4083.66141732,30093,45278.95,441.5,13266,494.27,25,,,0,2.534,20865,24979.2,.8546,2822.41,256.058827133814,101.8,1.069535232,4240.16804171,32318,48080,441.5,13266,497,15,,,0,1.7,25602,28222.4,.6320755,3495.3699,332.2595893056,101.5,1.08557826048,4558.719419,34060,55288,444.1,13266,724.96,15,,,0,4.599,33217,34949.1,1.4384,4277.8384,420.7699960729122,101.1445118,1.098002831769428,4336.583418,36735,61399,447.6,13266,957.8799999999999,15,,,0,.984,42075,42777.4,.3010414,5218.4447,538.7234553529876,101.3230086,1.112529503661981,4681.635464,40868,66834,450.8,13266,1077.54,13,,,0,.847,53871,52183.6,.19928542,6535.1917,687.2795966366737,101.81602782,1.132733348954191,5338.642,44604,79865,453.8,13266,1664.11,13,,,0,.917,68726,65351,.29613801,7905.7853,826.3034212221486,102.34392729,1.159283795043259,6206.48182493,57003,85622,456.9,13266.2,1980.64,11,,,0,.553,82629,79057.3,.19455276
宜昌,宜昌市,Yichang,30.6974464844923,111.292549210354,1930.33,145.177046156,100,1,3816.199858,52673,25977.8,406.85,21084,1468,66,,,0,249,14128,19054.3,60.337,2639.34,200.372799625,103.4,1.034,4054.84330484,61517,28696.73,408.83,21084,1638,58,,,0,329,19592,26064.4,70.5394,3320.37,260.123696292,103.3,1.068122,4197.12697398,68845.91894071001,33030.21,409.83,21084,1767,55,,,0,343.4,25500,32860.3,82.73099999999999,4085,336.165004232,102.2,1.091620684,4172.05427062,76369,39475.82,410.45,21084,1878,,,,0,355.8,33017,40494.2,97.59399999999999,4732.15,450.0132160000001,101.5,1.10799499426,4544.92171146,82360,43282,411.5,21084,2004.46,,,,0,393.2,44229,46928.3,124,5655.530000000001,602.160604,102.3,1.13347887912798,5037.453184,89978.41,47193,413,21084,2036,,,,0,432.9,59233,56122.4,148,6618.23,713.903024,101.1,1.145947146798387,5606.159989,93331,50498,413.5600000000001,21084,2148,,,,0,453.3,70256,65729,168,7738.23,868.830104,101.7,1.16542824829396,6945.867823,98269,54870,413.585,21084,2532,,,,0,469.5,85586,76912.8,196,8900.51,985.27903,102.7,1.196894810997897,6879.320703,107830,60135,413.79,21230,2786,,,,0,475.3,97162,88529.8,198
宜春,宜春市,Yichun,27.8208564218482,114.423563675906,1147,86,100,1,3209.279648,19823,27292.96,539.545,18669,662.5,38,,,0,58.5,8478.832912,11411.5,18.76,1685,124,102.5,1.025,3595.09601596,22855,32740.6,534.9674,18669,733.1800000000001,40,,,0,71.5,12254.18125,16778.5,23.1,2145.27,155.04,102.6,1.05165,3952.74073241,25352,37752.78,530.4904,18669,773.8000000000001,43,,,0,74.2,15348.922272,21378.5,25.04,2823.5,214.03,101.8,1.0705797,4077.373014,27764,41421.82,526.2138,18668,802,47,,,0,78.90000000000001,21242.82403288,28156.1,26.0754,3868.42,300.81,100.9,1.0802149173,4177.035575,29457,45330,522.2084,18669,832.7199999999999,50,,,0,90.929,29898.94013096,38593.271,29.2306,5298.67,431.38,102.5,1.1072202902325,4282.763373,32269,49614,518.3266,18669,895.54,47,,,0,102.9,42918.63272866,52883.8,33.0258,7196.909999999999,611.29,101.8,1.127150255456685,4674.88539,36475,53568,514.4763,18669,925.2800000000001,39,,,0,121.919,60849.8670844,71847.181,41.342,9004.049999999999,805.13,101.67465252,1.146026105613877,5226.866847,39199,60751,510.4166,18669,1745,35,,,0,129.5,80174.12890166001,89910.99999999999,51.2091,10700,1016.27,102.91225468,1.179401304508639,5987.27240784,48182,65679,505.4013,18669,1747.61,35,,,0,135.7,101178.46573865,106864.3,65.01909999999999
宝鸡,宝鸡市,Baoji,34.3689156428699,107.24457536704,2050.3,135.68926656,100,1,3164.011686,31579,35833.59,371.93,18117,1278,37,,,0,203,13200,20300,57.12,2762.3,176.02075,102.28768,1.0228768,3091.51863998,33089,39905.78,370,18117,1292,36,,,0,253,17140,27370,73.2,3625.02,241.7787942,102.94444,1.05299479364992,3410.87734599,37199,45125.6,369,18117,1294,36,,,0,300.2,23640,35950,86.84999999999999,4650,310.8,101.87147,1.07270127531464,3304.48,39848,45333.83,368,18117,1303,34,,,0,320,-100,46180,-100,5356.2,363.5,101.0972288,1.08447126264536,3600.66,43248,49414,365,18162,1341.25,34,,,0,332,-100,53230,-100,6328,439.8,102.64258051,1.113129288868577,3487.15,47042,53366,359,18117,1353.98,28,,,0,338,-100,62942,-100,7986.5,579.6,100.90617513,1.12321618964905,3796.023304,53790,57729,353,18117,1358.68,27,,,0,340,57486,79525,96.92,10185.8,768.45,102.3,1.149050162010978,4432.365573,60227,62261,348,18117,1359.83,27,,,0,347.022,-100,101510.978,-100,12267.3,936.596,102.7,1.180074516385274,4940.226248,64231,66984,341,18117,1385.99,19,,,0,353.4,-100,122319.6,-100
宣城,宣城市,Xuancheng,30.9466015452929,118.765534242767,899.85,65.284459184,100,1,3726,26428,39394.82,254.7428612,12313,727.1,35,,,0,39.5,6435,8959,14.468,1334.58,100.2549875,102,1.02,3915.49828133,29687.01226721,46426,253,12453,822.29,36,,,0,61.8,9912,13284,17.98,1585.6488,119.824042836,102.3,1.04346,4349.40637609,33152,56664.58,252,12453,871.9,37,,,0,37.488,11820,15819,26.223,1811.5,138.13702826,101.3,1.05702498,4458.46867922,35726,53633.62,252,12313,969,33,,,0,115,13580,18000,38.045,2157.9,168.788779072,101.6,1.07393737968,4150.07486,37610,56767,252,12313,1048.88,28,,,0,131,16564.6053,21448,50.458,2573.7,205.476080433,101.5,1.0900464403752,4232.128753,40740,63219,251,12313,1104,21,,,0,155,20130,25582,62.871,3135.9,270.02698,101.1,1.102036951219327,5179.498901,45467,68012,251,12313,1165,25,,,0,205,26260,31154,110,3704.1,321.94088,102,1.124077690243714,6022.88664,50065,72357,251,12313,1220,22,,,0,241,31400,36800,120,4283.2,389.7579,102.6,1.15330371019005,6100.80145617,58819,77407,250,12313,1256,15,,,0,258,38010,42574,140
宿州,宿州市,Suzhou,33.6520953264521,116.970543945612,764.4399999999999,42.00881975999999,100,1,3423,14959,34368.09,537,9787,1020.7,6,,,0,12.4,4162,7632,6.02,977.47,58.1389898125,102,1.02,3500.85061493,17031.81015677,38336,537.8,9787,1156.03,5,,,0,20.7,5757,9754,9.0137,1151.8,69.0690591896,102.3,1.04346,3287.55281937,18969,36597.08,543.1,9787,1258.2,4,,,0,23.5,6830,11494.5,12.4178,1329.38,79.85177293359999,101.4,1.05806844,3604.82880272,20895,39008.06,548.6,9939,1435,5,,,0,30,7900,13263.8,13.8662,1591.42,99.42537643600001,100.5,1.0633587822,3436.590882,22415,45658,554.1,9939,1573.66,7,,,0,36,9826.8202,15878.2,18.579,1881.53,120.464341774,101.4,1.0782458051508,3780.990475,24270,49356,559.9300000000001,9939,1599,6,,,0,39.9,11914,18775.4,19.938,2256.94,151.4751857844,101.3,1.09226300061776,4230.922656,26056,55971,565.6899999999999,9939,1838,7,,,0,45,15009,22524.4,20.5158,2618.71,179.7130320972,101.9,1.113015997629498,4790.456745,31007,64089,568.14,9939,1849,6,,,0,51.3,17817,26135.8,23.3178,2995.33,214.024425864,102.4,1.139728381572606,5044.09659341,34773,67755,570,9939,1882,5,,,0,54,21237,29899.3,23.9824
宿迁,宿迁市,Suqian,33.96774971569,118.281574035708,613.5006000000001,43.8317054,100,1,3276.665472,27839,31995.59,476.64,8555,1313,25,,,0,31.506,4211.6894,6103.5,26.55,808.232,65.6548835,102.8,1.028,3406.78345421,31827,36624,479.8,8555,1535.08,24,,,0,34.12,6385.3296,8048.2,28.54,1002.3903,98.6927068272,102.4,1.052672,3422.50995425,36399,43244.86,481.91,8524.294099999999,1724,24,,,0,3.703,9847.2873,10020.2,3.5496,1170.2225,118.12539688,102.4,1.077936128,3371.060833209356,39963,47393.07,484.32,8524,1830,26,,,0,4.025,11779,11698.2,5.46,1317.0299,138.60692264,101.6,1.095183106048,3588.944035770225,43853,52161,485.38,8524,1941.64,25,,,0,4.699,13808,13165.6,8.460000000000001,1491.5429,161.07433883,102,1.11708676816896,4513.682691701631,48797,55844,487.9399999999999,8524,1994.75,24,,,0,4.229,16059.5429,14911.2,7.21,1695.3633,187.60488792,101.9,1.138311416764171,4666.697537581892,53317,59740,491.46,8524,2036,24,,,0,8.433,18690,16945.2,10.44,1952.0365,219.62915686,102.1,1.162215956516218,5839.140143466942,57698,65088,492.59,8524,2060,20,,,0,12.765,21871,19507.6,13.89,2169.3601,249.0275005,103.1,1.198244651168221,6878.372090206019,62065,72473,493.79,8524,2083,16,,,0,11.501,24811,21682.1,13.3
岳阳,岳阳市|岳陽市,Yueyang,29.3631782939259,113.135489424221,2255.2133,137.9114268172,100,1,2596.121857,34629,30928.68,548.53,15087,819.9999999999999,39,,,0,172.133,13500,22380,45.0769,2787.757150584,175.1978428911687,101.7,1.017,3068.29023061,39968,35720.09312366,537.75,15087,852.9999999999999,41,,,0,209.732,17089.65649717,27667.83950584,68.13905615,3273.392442425,236.5636915294011,102.2,1.039374,3151.53,43953,38117.11054438,534.47,14858,877,42,,,0,224.213,23050.63993736,32509.71142425,97.80553116,3902.200558779,276.1893361931587,101.2,1.051846488,3354.85,47862,41255.52,531.0899999999999,14858,907,43,,,0,242.682,27051.75370841,38779.32358779,92.33247231,4305.098679000001,320.7257408143032,101.7,1.069727878296,3765.63,51429,45592,526.6600000000001,14858,967,42,,,0,270.961,31232.80271,42780.02579,134.8293898,5034.519683,413.966772627665,101.9,1.090052707983625,3884.84,54832,49009,524,14858,1007,43,,,0,277.887,40484.47124,50067.30983,137.332855,4892.792907000001,437.1857757869752,101.25997738,1.103787125534296,4817.69,54663,54893,521.2,14858,1469,38,,,0,303.171,42776.78401,48624.75807,139.4877764,5761.838667,567.5848499891777,101.6,1.121447719542845,5548.47,59165,59177,520.05,14858,1988,36,,,0,369.471,55783.35061,57248.91567,147.3591424,6860.577803999999,665.0743559900001,102.5,1.149483912531416,5798.69,65357.46689257,64156,509.9,15074,2064.16,26,,,0,426.086,65327.41958,68179.69203999999,171.054
崇左,崇左市,Chongzuo,22.3831172346633,107.371520206101,806.4662999999999,52.131642594,100,1,2362.129145,24557,27599,201.1,17351,186.44,25,,,0,270.263,4678.8568,7794.4,82.7255,985.4712999999999,66.8048461875,103.1,1.031,2265.4987669,26288.069452,30133,201.97,17351,186.44,29,,,0,306.613,6064.2994,9548.1,97.6135,1141.2849,80.065373564,102.50292725,1.0568051799475,2419.85428051,28886.24924442,35046,202.81,17332,190.09,31,,,0,348.349,7305.2999,11064.5,113.227,1362.53,100.9452748008,102.37983233,1.081955371285005,2697.85044933,31944,39559.42,203.98,17332,190,27,,,0,351.8,9366,13273.5,118.5986,1597.21,132.557296778,100.41054717,1.086397308442479,3087.790111,33355,47630,205.45,17332,221.61,20,,,0,367.1,12459.245,15605,127.8795,2029.8314,182.7899005961,101.56917333,1.103444765264396,,37161,53954,206.92,17332,247.27,42,,,0,382.914,17357.6984,19915.4,138.7007,2579.7894,244.7944434392,101.58452252,1.120929096065772,3408.180816,43678,59250,207.74,17332,321.58,45,,,0,403.094,23466.5096,25394.8,150.0244,3655.4759,354.7425989474,101.71903439,1.140198252714658,3908.35407493,48564,65824,208.32,17332,355.45,46,,,0,431.159,34370.51,36123.6,166.7951,4772.271699999999,483.9735415225,103.84394667,1.184026865481282,4421.74780312,36129,70650,208.72,17332,410.3,,,,0,458.117,47137.6984,47264.6,182.5985
巴中,巴中市,Bazhong,31.8728885859565,106.751585303164,536.7,31.700387528,100,1,2904.536966,10438,28785.88,329.63,12301,81,14,,,0,0,3170,5367,.006,714.54,43.7068175,102.7,1.027,2977.76464505,11823,34264.24,318.9,12293,82,12,,,0,.4,4370,7145,.108,896.7436,66.2025206324,102.5,1.052675,3673.73398414,12556,39306.48,313.6,12293,100,12,,,0,.436,6620,8967,.0407,1165.61,89.54195224388228,101.7,1.070570475,3543.06115702,13756,42466.67,307.9,12293,103,10,,,0,.1,8954,11656,.03178101,1697.0374,130.6264650792,101.8,1.08984074355,3608.336595,15076,43825,302.1,12293,119,10,,,0,.374,13062,16970,.1038,2171.0574,166.6824760740032,101.42680152,1.105390607844551,3553.23107,16405,52213,295.3,12293,164.6,8,,,0,.574,16667,21710,.18782762,2630.0387,209.885703211701,100.48138004,1.110711737594749,3500.936073,18148,55611,289.4,12293,180,7,,,0,.387,20988,26300,.0844695,2936.810899999999,248.5401292550272,101.56284568,1.128070448003001,3947.329,19458,59637,283.5,12293,200,7,,,0,.009,24854,29368.1,.00195326,3423.1,305.2286791981418,103.42695664,1.166728933124718,4476.48830126,22716,64949,277.4,12293.3,835.5,8,,,0,1.2,30521,34229.8,.27077188
巴彦淖尔,巴彦淖尔市,bayannaoer,40.7493594895728,107.394398083724,130.8582,15.2014502176,100,1,2451.736497,43117.79144786,35260.64,166.33,64413,780,20,22,,0,54.382,1333,1254.2,28.9752,143.3843,18.952025,102.9,1.029,2967.04281797,47012,40391,166.92,64400,780,29,21,,0,56.043,1698,1377.8,31.24,155.4268,21.89759996,103,1.05987,4593.3127572,49996,44265,167.06,64400,943,29,23,,0,26.868,2075,1527.4,18.53,174.1271,28.4086278,101.7,1.07788779,3775.39103233,51872,48092,167.2,65140,952,24,24,,0,31.571,2679,1709.7,26.35,194.5212,36.4539210856,100.8,1.08651089232,3517.55211117,53000,51169,167.7,66277,1013.25,22,25,,0,35.412,3482,1909.8,26.2334,232.2773,42.31272655,101,1.0973760012432,4095.409954,54480,54427,168.32,64400,1050.34,22,25,,0,38.773,4033,2284,29.85,323.4571,60.50727345999999,101.3,1.111641889259362,3836.948862,43949,64696,168.48,64400,1073.92,22,22,,0,39.071,5845,3195.5,30.47,351.662,68.76257303999999,101.5,1.128316517598252,2953.153457,48193,65471.47509,168.97,64400,1108,16,16,,0,39.42,6678,3477.2,29.96,892.0148999999999,117.67622487,102.4,1.15539611402061,4674.826044,51722,68904,169.38,64400,1120.96,16,21,,0,30.649,11688,8889.5,11.542
常州,常州市,Changzhou,31.8157956533278,119.981484713278,3402.190100000001,418.87325444,100,1,6853.180652,78758,49754.85,464.97,4372,3230,65,,,0,413.101,39165.7163,33608.8,421.38,4003.8406,511.91055275,102.5,1.025,6516.07605031,86538,55763.55494,468.678,4372,3450.86,65,,,0,455.706,48196.4684,39582.7,474.39,4436.7058,562.0858224368,102.2,1.04755,6574.83044696,96547,73034.50999999999,469.21,4372.15,3719,72,,,0,109.958,55738.5035,44257.1,75.9024,5001.3823,646.2210848,102.2,1.0705961,,106329,67397.08,469.64,4372,3934,68,,,0,120.423,63998,49893.4,101.6,5455.6952,725.86518744,101.6,1.0877256376,,102368,70850,470.14,4372,4431.85,56,,,0,126.952,71835,54430,120.66,6004.1496,828.7702838099999,102.5,1.11491877854,,110709,81058,470.83,4373,4880.48,42,,,0,145.896,82003.76519999999,59895.6,131.47,6600.424300000001,947.23368424,101.9,1.13610223533226,,123796,84744,471.73,4374,4953,44,,,0,177.143,93679,65827.10000000001,154.68,7244.909699999999,1081.9793415,102.2,1.16109648450957,,131448,91268,472.86,4372,4881,38,,,0,203.697,107025,72245.39999999999,177.25,7966.8984,1190.48729435,103,1.195929379044857,,140720,104539,473.6,4372,4977,38,,,0,198.484,117809,79470.5,179.71
常德,常德市|常德市,Changde,29.0377499994068,111.705452179958,1646.807,104.9395259696,100,1,2745.894274,31644,30829.39,566.23,18910,1043,47,,,0,128.07,10300,16340,30.0292,2040.67208841,137.8804138211937,102,1.02,3149.42177955,35475,33932.76009222,562.39,18910,1120,49,,,0,143.403,13488.55102487,20263.3178841,47.44401699,2456.190479621,170.9289717816917,102,1.0404,3602.47,39169,38058.54215101,557.15,18177,1120,51,,,0,143.288,16774.88202055,24418.61679621,51.34908571,2739.714541384,193.3097001162366,101.9,1.0601676,3779.54,43215,42596.44,555.4300000000001,18910,1356.65,47,,,0,147.554,19003.67818182,27249.59141384,53.28056095,3080.550125,229.6917207578769,101.8,1.0792506168,4141.68,46408,48655,554.0899999999999,18910,1393.4,39,,,0,164.893,22541.65745,30640.60825,68.63955844,3370.54832,279.867913513691,102.1,1.1019148797528,4138.92,50543,54725,551.79,18190,,35,,,0,134.383,27603.18845,33571.1002,57.751517,4396.737593,367.0498239740783,101.72145341,1.120883831025602,4785.72,53038,59399,549.48,18177,1194.33,33,,,0,164.38,36219.32666,43802.99593,71.92981684999999,5153.047881,441.1398230231945,102,1.143301507646114,5061.93,58160,66335,543.95,18177,1448.93,33,,,0,132.85,43747.04756,51397.62881,55.44998675,6076.751209,521.136358064755,102.7,1.174170648352559,5112.32,62492.63716936,70688,536.05,18177,1650.45,19,,,0,162.312,51629.51644,60605.20009,70.177483
平凉,平凉市,Pingliang,35.5492320504635,106.671442348277,530.5743,25.2373773156362,100,1,3345.335378,13320,36852.23,207.67,11170,546.1999999999999,22,,,0,.743,2523,5305,.11422115,700.1475,35.27443734841875,103.16429,1.0316429,3127.1695769,15607,43431,202.7067,11170,557.7,22,,,0,1.175,3526,7000.3,.22871047,868.1162,44.60187236439999,103.1,1.0636238299,3349.30288061,16364,40258,199.9245,11170,579.6,25,,,0,1.162,4459,8680,.1917,1090.0027,56.19427538879999,101.8,1.0827690588382,3553.24313679,16776,48851,197.7095,11170,614,,,,0,.627,5619,10899.4,.0696,1332.2702,70.5279536668,101.1084156,1.094770639998336,3536.370263,18490,53028,195.3089,11170,644.84,,,,0,.702,7052,13322,.1277,1600.1103,86.82702647030501,101.6,1.112286970238309,3274.544771,17486,55693,193.3088,11170,668.78,,,,0,2.403,8677,15998.7,.8585349999999999,1956.298,109.60002322906,101.06449547,1.124127214649896,3329.925655,16825,61615,191.6868,11170,684.09,,,,0,2.38,10957,19560.6,.44467,2343.9074,133.6676232448,101.7198495,1.143460510930416,3763.613186,18676,70029,189.3816,11170,701.72,,,,0,.474,13366,23438.6,.1152,2906.497,173.787423124155,102.43269782,1.171277449852381,4311.26274833,21514,75160,187.1666,11118,711.16,,,,0,1.87,17376,29063.1,.397523
平顶山,平顶山市,Pingdingshan,33.772050748691,113.199528560521,1949.2,89.90000000000001,100,1,2786.490683,30227,36740.74,487.74,7904,994.9999999999999,34,,16,0,20.598,8483,10699,6.336,2530,118.9,102.2,1.022,3126.66616744,30380.44297306,40896,485.63,7904,999.1899999999999,35,,16,0,24.34,10808.74,12610.2,7,2910,138,102.66247066,1.0492104501452,3140.02168129,31495.68109343,42489.95684295,486.08,7904,1048.49,35,,16,0,26.776,13575.02,14478.076,7.7,3218.7,155.49080972,101.89660771,1.06910985643678,3358.760339,33016,44120.41,489.34,7882,1081,30,,18,0,27.472,12276.91,13692.1,7.99,3448,169.8,101.2809175,1.082804271682103,3795.817116,33984,45046,487.17,7882,1229.56,29,,20,0,28.159,16328.23,18682.9,8.279999999999999,3731,189,101.24360098,1.096270036216224,4098.397403,36708,46759,489.25,7882,1282.75,35,,21,0,87.557,18627.61,20960,8.628,4234.6,218.6,100.80507762,1.105095860932567,3942.293951,39961,52728,489.05,7882,1327.44,35,,23,0,29.876,21860,42346,8.99,4894,259.7,101.88036369,1.125875682241236,4272.425088,42587,60797,490.52,7882,1372.81,29,,30,0,30.832,25929,28329.5,9.380000000000001,6039.2,314.3,103.01174735,1.15978421326543,4734.33125433,47955.77884865,62154,495.9,7882,1497.2,21,,45,0,59.19,30113,32491.7,19.47
广元,广元市,Guangyuan,32.4416163053154,105.850423181664,1428.34,53.487452152,100,1,3946.251768,16225,35984.83,249,16319,394.51,13,,,0,7.4,5340,14276,1.354,1918.28,82.937938125,102,1.02,3646.23517645,18672,40151.9,248.5,16311,451.04,16,,,0,2.8,8290,19180,.601,2414.96,112.5759680876,102.9,1.04958,4040.48582996,20443,44549.72,247.3,16311,512.33,20,,,0,1.8,11255,24147.8,.4193,2769.61,158.7151613492387,101.9,1.06952202,4256.67012568,22117,48216.14,246.7,16311,555,20,,,0,1.8,15869,27694.3,.40960717,3252.158,207.1620513464,101.9,1.089842938380001,4167.109571,23263,56946,246.8,16311,612.9400000000001,20,,,0,1.88,20713,32519.7,.5145999999999999,3792.1959,264.2448966329916,101.8509027,1.110014870752235,3969.713734,25072,64237,243.8,16311,662.6,17,,,0,1.259,26422,37920.7,.37481946,4514.55,334.578236570614,101.5804451,1.127558046386311,4067.707963,27653,68646,241.3,16311,707.3000000000001,17,,,0,.8,33456,45144.7,.27009939,5028.9526,419.5469777106271,101.63072971,1.145945470446228,4831.948,30105,74338,237.9,16311,752.49,17,,,0,.926,41953,50288.6,.25656165,5623.5957,502.6413487624255,103.93578051,1.191047368927278,5806.90809872,35262,82020,234.4,16311.1,788.6999999999999,18,,,0,1.457,50262,56234.5,.30946963
广安,广安市,Guangan,30.4617461106789,106.639552682334,1288.58,84.37117597599999,100,1,3039.939223,20572,34605.63,321,6344,301,22,,,0,3.8,8430,12882,1.102,1550.68,103.590836875,102.5,1.025,3484.20153715,23410,39976.09,318.3,6341,326,20,,,0,4.8,10350,15502,1.439,1997.98,135.2952349936,103.1,1.056775,3931.50875889,25933,46898.22,317.2,6341,431.54,18,,,0,3.8,13522,19976,1.2148,2768.56,194.5791388184994,102.3,1.081080825,4017.74861878,28489,50404.75,316.7,6341,662,16,,,0,3.7,19451,27681.9,1.12552612,3270.3437,245.5986952264,102.1,1.103783522325,3850.19626,31046,44079,318,6341,692.02,14,,,0,5.937,24550,32697.5,1.5846,3436.9467,302.1384103006219,101.5228844,1.120592869396257,3860,33130,66034,320.1,6341,729.05,13,,,0,6.867,30201,34362.6,1.93322043,3880.1535,350.8569663009654,101.41932395,1.136497712373591,3985.261019,36034,69813,320.8,6341,874.64,13,,,0,9.234999999999999,35071,38792.3,2.17669808,4052.9248,403.2118252798482,101.20582356,1.150201869548253,4619.584,38520,77434,322,6341,945.74,13,,,0,8.048,40309,40521.2,1.84098407,4486.299300000001,463.1947497447607,103.60853102,1.191707260803521,5468.94405208,38522,62055,324,6340.5,1207.93,10,,,0,6.093,46310,44856.9,1.37348329
