城市,城市shapefile,City,Lat,Long,tarvl_2011,trev_2011,CPIp_2011,CPIb_2011,hprice_2011,pgdp_2011,salary_2011,pop_2011,area_2011,road_2011,hotel_2011,agent_2011,Aspot_2011,railway_2011,darvl_2011,drev_2011,iarvl_2011,irev_2011,tarvl_2012,trev_2012,CPIp_2012,CPIb_2012,hprice_2012,pgdp_2012,salary_2012,pop_2012,area_2012,road_2012,hotel_2012,agent_2012,Aspot_2012,railway_2012,darvl_2012,drev_2012,iarvl_2012,irev_2012,tarvl_2013,trev_2013,CPIp_2013,CPIb_2013,hprice_2013,pgdp_2013,salary_2013,pop_2013,area_2013,road_2013,hotel_2013,agent_2013,Aspot_2013,railway_2013,darvl_2013,drev_2013,iarvl_2013,irev_2013,tarvl_2014,trev_2014,CPIp_2014,CPIb_2014,hprice_2014,pgdp_2014,salary_2014,pop_2014,area_2014,road_2014,hotel_2014,agent_2014,Aspot_2014,railway_2014,darvl_2014,drev_2014,iarvl_2014,irev_2014,tarvl_2015,trev_2015,CPIp_2015,CPIb_2015,hprice_2015,pgdp_2015,salary_2015,pop_2015,area_2015,road_2015,hotel_2015,agent_2015,Aspot_2015,railway_2015,darvl_2015,drev_2015,iarvl_2015,irev_2015,tarvl_2016,trev_2016,CPIp_2016,CPIb_2016,hprice_2016,pgdp_2016,salary_2016,pop_2016,area_2016,road_2016,hotel_2016,agent_2016,Aspot_2016,railway_2016,darvl_2016,drev_2016,iarvl_2016,irev_2016,tarvl_2017,trev_2017,CPIp_2017,CPIb_2017,hprice_2017,pgdp_2017,salary_2017,pop_2017,area_2017,road_2017,hotel_2017,agent_2017,Aspot_2017,railway_2017,darvl_2017,drev_2017,iarvl_2017,irev_2017,tarvl_2018,trev_2018,CPIp_2018,CPIb_2018,hprice_2018,pgdp_2018,salary_2018,pop_2018,area_2018,road_2018,hotel_2018,agent_2018,Aspot_2018,railway_2018,darvl_2018,drev_2018,iarvl_2018,irev_2018,tarvl_2019,trev_2019,CPIp_2019,CPIb_2019,hprice_2019,pgdp_2019,salary_2019,pop_2019,area_2019,road_2019,hotel_2019,agent_2019,Aspot_2019,railway_2019,darvl_2019,drev_2019,iarvl_2019,irev_2019
汕尾,汕尾市,Shanwei,22.7912630365467,115.38155260365,442.2288,57.9450250092,100,1,3835.226572,18682,30375.24,295.5,4902,250,12,,,0,37.31,5725,4384.978,10.7609,522.7898,72.505402875,102.44152,1.0244152,3648.38621938,21126.60585198,34786,282.91,4865,252,13,,,0,43.716,7161,5184.182,14.1846,585.2565999999999,82.04080998640001,102.48087,1.04982960937224,4322.17503129,23526.71580956,39333,280.92,4864.52,260,16,,,0,36.309,8131,5816.257,11.8002,646.63,96.44604704,102.74462,1.078643442796992,4821.793072,25468.9841813,44812.56,279.26,4864.52,261,15,,,0,34.2,9536,6432.1,17.68,728.575,107.90076792,101.3,1.092665807553353,4734.91026018,26967.75214517,48162,277.06,4865.0193,261,20,,,0,46.174,10632,7239.576,25.38,789.5703999999999,121.86142831,102.86375915,1.123957124596084,4681.612522,29912.3453727,54425,274.87,4865.02,281,13,,,0,49.282,12007,7846.422,26.97,845.1200000000001,130.22781958,100.65416218,1.131309627024607,5386.688877,33048.59888203,56810,272.55,4865.05,361,14,,,0,59.2,12781,8392,35.81,928.1547,161.8832588956,101.87842537,1.152560434071889,7838.606965,36976.42206058,64288,270.5,4865.05,518,14,,,0,64.396,15964,9217.151,33.8994,971.4959999999999,172.5766406,103,1.187137247094046,7643.208226,39909.84069068,75334,268.85,4865.05,572,12,,,0,64.392,16982,9650.567999999999,39.96
江门,江门市,Jiangmen,22.584603880965,113.08855619524,1142.2737,154.1905198664,100,1,5320.771093,41063,31910.5,446.55,9541,1961,32,,,0,1291.655,11533,10131.082,601.6678000000001,1284.6491,185.255219875,102.70791,1.0270791,5443.87685833,42147.77981876,37983,450.58,9505,2196,31,,,0,1650.946,14112,11195.545,699.1718,1409.9754,223.2821840676,101.79708,1.04553653309028,5867.6896544,44717.7186252,42851,453.3,9505.42,2228,26,,,0,1695.948,17388,12403.806,797.6843,1601.77,278.98486104,102.73681,1.074150881481548,5763.53769,46176.85368749,48167.96,455.91,9505.42,2412,23,,,0,1787.2,22719,14230.5,843.18,1738.3111,340.15509908,101.8,1.093485597348216,5588.13652392,49767.07472527,54106,458.02,9505.415999999999,1937.47,24,,,0,1950.69,27981,15432.421,968.87,2000.5624,409.92628052,102.23428236,1.117917153158907,5999.358091,53941.01744924,61366,461.85,9505.42,1945,15,,,0,2227.013,33731,17778.611,1093.24,2258.95,492.5252272,101.6469134,1.13632828055518,7234.828869,59244.4161947,66107,465.12,9506.92,2024,15,,,0,2293.9,40540,20295.6,1290.4,2709.6203,586.8336591177999,101.65841934,1.155173368525797,8606.505721,64163.40566542,71371,470.38,9506.92,2710,13,,,0,2381.36,49729,24714.843,1353.1547,2992.5882,690.3230627,103,1.18982856958157,8064.789403,66621.94820768001,80332,475.32,9506.92,2255,11,,,0,2266.741,56837,27659.141,1767.82
池州,池州市,Chizhou,30.6708837907645,117.498420961596,2075,190,100,1,3910,26446,37501.18,141.3912985,8272,701.7,31,,,0,437,17400.2392044,20313,247.687,2640.8288,264.9769,101.8,1.018,3615.48212359,29471,42243,141.9,8272,736.39,33,,,0,538.048,24484.053,25870.24,318.992,3441,345,102.4,1.042432,4251.98836634,33294,41999.33,142.23,8272,740.6,35,,,0,700,32144.63252268,33710,380.3151,4133.4,421.9,101.8,1.061195776,4346.9720393,36267,46178.51,143,8272,761,35,,,0,791,-100,40543,-100,4638,478,101.4,1.076052516864,4374.174706,38014,49733,143.6,8399,768.71,37,,,0,871.7,44861.814584,45508.3,471.74,5171,545,101.7,1.094345409650688,4335.615866,40919,55068,144.3,8399,781,30,,,0,949.22,51032.254439,50760.78000000001,522.0700000000001,5766,615,101.3,1.108571899976147,4897.513439,43178,62289,144.93,8399,793,28,,,0,1035.271,56790.551982,56624.729,697.61,6391,692,101.7,1.127417622275741,5835.722356,46865,70720,147.45,8399,793,25,,,0,1130,64836.287918,62780,659.43,7043,777,102.6,1.156730480454911,6298.335431,56217,79614,148.5,8399,818,21,,,0,1200,73078.00499999999,69230,670
沈阳,沈阳市,Shenyang,41.6838300691906,123.471096644822,6310.7895,601.4110823999999,100,1,5612.1017,49224,45305.78926351,,12980,6223,107,,,41,634.895,56910,62473,499.8,6947.0011,728.1018437500001,102.96329078,1.0296329078,5989.45115748,53578,48834.84340264,822.8,12980,6647.450000000001,98,,,41,750.011,68821,68720.3,631.9528094,7655.4067,833.35443332,102.4882132,1.055252369723424,6073.67592825,57551,51344.10923493,825.7,12980,7777.259999999999,98,,54,41,813.067,79222.28,75741.023,664.51302958,8149.672399999999,920.8711123600001,102.2014295,1.078483006689964,6217.1329418,60625,55365.47608152,828.7,12860,8413,97,,65,41,619.724,90073.78612999999,80877,328.37359375,5719.0734,517.9041700400001,101.16268043,1.091022317549624,6415.996892,62109,60653,829.1,12860,9071.09,93,,69,41,645.734,49732.059,56544.84859,330.81,6401.0884,585.65216892,101.66317481,1.109167925906587,6837.763902,61765,66207,829.2,12860,,96,,100,44,680.884,56275.34136,63330.23042,344.0424,7233.4821,659.91704786,101.42847101,1.125012068180381,7944.247867,64083,72640,829.4,12860,8483.870000000001,70,,111,44,693.821,63620,71641,351.267,8257.5121,759.00002998,102.96274634,1.158343322054953,8680.11371,69506,80655,831.6,12860,9050.09,81,,111,92,819.121,73420,81756,374.7695,9510.08,874.9560300000001,102.35724111,1.185648267037372,10251.23274566,72655,86480,832.2,12860,9522.469999999999,81,,121,115,856.8,84750,94244,397.9969
沧州,沧州市,Cangzhou,38.310215141107,116.84558075595,690.02,42.039715104,100,1,3264.884312,36053,36199.75,719.77,14053,938.8199999999999,35,,,0,22.2,4160,6878,6.808,1212.82,55.10447249999999,103.4,1.034,3403.21952081,38949,40114,724.3824,14053,939,37,,,0,27.2,5456.69,12101,8.516,971.7430000000001,68.41194807400001,102.6596,1.061500264,4099.81634295,39960,43469,730.95,14053,942.3199999999999,34,,,0,22.73,6781,9694.700000000001,9.7195,1083.5899,82.5567092,102.3882,1.086851013304848,3913,42676,47181,737.5,14035,968,,,,0,25.789,8201,10810.11,8.9,1227.01,98.8083567672,101.3843,1.101896291882027,4542.71973115,44819,54779,744.3,14035,968.4799999999999,22,102,25,0,26.8,9823,12243.3,9.2858,1476.6,123.824475661,101.6398,1.119965187276309,4931.815967,47425,58122,750.55,14035,1065,,,,0,31,12310,14735,10.907,1832.39,163.1623445696,101.8728,1.140939895303619,5632.362047,48384,66984,755.49,14035,1093,21,,,0,33.2,16238,18290.7,11.5872,2115.76,196.9500215906,102.6285,1.170929500451675,5354,48562,73826,758.6,14304,1175,19,,,0,37.2,19613,21120.4,12.3919,2471.9284,241.371505111,103,1.206057385465225,7328.47186672,47662.51046453,79779,754.4300000000001,14304,1264,19,,,0,40.684,24034,24678.6,14.9526
河池,河池市,Hechi,24.6989117312728,108.091499944986,853.2684999999999,59.4151886992,100,1,2367.649329,15141,29903.78,339.34,33508,182.9,47,,,0,41.385,5840.9011,8491.299999999999,15.5784,1068.4646,90.2323668125,103.2,1.032,2718.64532936,14472.49086553,31550,341.55,33476,200.96,48,,,0,53.546,8896.890100000001,10631.1,20.0153,1288.7637,113.3999654108,101.91976567,1.0518119817144,2857.26808914,15440.10899217,37315,343.19,33476,208.57,47,,,0,70.03700000000001,11180.8505,12817.6,25.6969,1539.2605,146.5713381164,102.81528971,1.081423536204153,3798.51378877,17474,40380.45,345.14,33476,213,50,,,0,91.705,14438.78,15300.9,35.5463,1852.007,182.1899968612,100.74783537,1.089510803907392,3503.37858,17841,53638,340.03,33476,262.09,50,,,0,100.57,17960.1206,18419.5,41.5643,2164.8764,233.5776200513,101.04307138,1.100875179284958,3516.886363,18842,61259,340.59,33476,271.88,51,,,0,106.764,23051,21542,46.1831,2646.836,300.6209289226,101.34643101,1.115697704080244,3645.799796,20921,66085,341.23,33476,653.84,50,,,0,112.56,29722,26355.8,50.3707,3422.37,410.9674917328,102.47522414,1.143313722981064,4226.08285512,22302,71345,341.7,33476,810.97,54,,,0,119.8,40704.8191,34103.9,59.2272,4505.87,552.8840207055,103.69887512,1.185603469823956,4436.59810413,24703,78486,341.94,33476,834.35,56,,,0,128.6,54821.6061,44930.1,67.66630000000001
河源,河源市,Heyuan,23.7496843709597,114.707446272906,604.0737,61.09212583679999,100,1,3419.822323,19505,31237.15,298.18,15642,392,23,,,0,49.137,6055,5991.6,8.393599999999999,783.272,132.4246385,102.83589,1.0283589,3872.35896002,20077.83361907,35747,294.32,15654,421,23,,,0,57.755,13184,7774.965,9.2616,896.8335,152.7794373924,102.14723,1.05044013080847,4375.91494667,22746.26975653,41098,293.84,15653.63,409,21,,,0,62.231,15210,8906.103999999999,10.9707,949.99,177.015708,102.0089,1.071542422596281,4171.038217,25034.15131232,46077.27,293.23,15653.63,416,21,,,0,58.8,17634,9441.1,11,1109.588,211.0144328,102.1,1.094044813470803,4097.46749571,26303.62540943,51456,291.24,15653.6267,448.72,19,,,0,76.23699999999999,21013,11019.643,14.2,1258.1547,237.75985523,101.95173028,1.115397617372082,4320.149461,29215.73172287,56513,289.13,15653.63,495,19,,,0,80.399,23663,12501.148,17.01,1548.46,272.86273332,101.06387212,1.127264021650448,4959.943237,33584.86327679,61561,287.38,15653.63,509.9999999999999,20,,,0,76.5,27180,15408.1,15.74,1728.1647,316.822529209,101.96092251,1.149368795598123,5970.753161,35131.00284334,68940,285.89,15653.63,536,19,,,0,84.28400000000001,31534,17197.363,22.4035,1940.8279,357.6570053,102.6,1.179252384283675,6447.502041,37838.31353604,71939,284.83,15653.63,612,18,,,0,102.6,35483,19305.679,40.98
泉州,泉州市,Quanzhou,24.8799523304983,118.682446266804,2704.5389,288.63316268,100,1,6593.6186,52153,35901.09,821,11015,1470,87,,,0,846.389,23718.1716,26199,796.61,3181.3423,376.3815375,102.6,1.026,6161.89856957,57721,41117,829,11015,2201,98,,,0,951.423,31928.75,30862,904.46,3644.8833,445.71083156,102.5,1.05165,6598.5960434,63814,44895,836,11015,1852,99,,,0,1016.133,38038.31,35432.7,1054.83,4324.3754,525.4840008800001,102,1.072683,,70085,48823,844,11015,1955,,,,0,1089.454,45309.356,42154.3,1178.46,5014.5546,605.3298085600001,101.8,1.091991294,,73885,54044,851,11015,1956.7,,,,0,1110.946,53505.228,49034.6,1128.34,5757.7764,696.4588672,101.7,1.110555145998,,80382,57141,858,11015,2157,,,,0,1309.964,62164,56267.8,1126.4,5474.489199999999,843.81137988,101.1,1.122771252603978,,91580,61253,865,11015,3638.3,,,,0,1452.592,75255,53292.3,1351.66,6659.8788,1089.68169514,101.5,1.139612821393037,8654.394680129373,103491,66257,870,11015,3748,,,,0,1780.388,97162,64818.4,1784.11,7801.152499999999,1312.4886462,102.3,1.165823916285077,8265.087245015635,113249,72321,874,11015,3748,,,,0,1762.125,118908,76249.39999999999,1788.92
泰安,泰安市,Taian,36.2058580448846,117.094494834795,3727.86,318.71376976,100,1,4079.211603,42327,35500.69,551.4,7762,1542,56,,,0,352.6,30460,36926,218.52,4357.0715,387.5517900625,101.9,1.019,4827.32316227,46735,39987.44,552.89,7762,1565.86,52,,,0,405.715,37130,43165,257.4541,4830.3142,441.6821772796,101.8,1.037342,4237.75454045,51012,44828,556.83,7762,1680,53,,,0,385.142,42730,47918,232.2253,5311.7922,500.426152812,101.8,1.056014156,4829.676876,54653,48323.79,558.1,7762,1710,,,,0,365.922,48660,52752,225.079,5790.4041,568.3733318500001,100.8,1.064462269248,4629.468186,57374,51835,560.08,7762,1739.42,,,,0,370.041,55370.00000000001,57534,235.5875,6278.2309,645.7595933512999,102,1.08575151463296,5160.434329,59878,55493,563.74,7761.4148,2783.1,,,,0,385.309,62960,62397,243.2831,6894.9,711.422003874,101.8,1.105295041896354,5457.237592,63433,59653,564.51,7761.4148,2894.22,,,,0,395,69510,68554,241.743,7589.474899999999,806.079554086,102.9,1.137348598111348,6136.21209501,64714,61508,564,7761.4148,3040.78,,,,0,400.749,79000,75494,242.989,8262.700000000001,906.0557469910001,102.4,1.16464496446602,7437.65366918,47248,67883,563.5,7762,3216.87,,,,0,400,89440,82227,168.9606
泰州,泰州市,Taizhou,32.4606750493083,119.929566337854,1293.8232,143.0029412,100,1,5628.5935,53095,38326.15,462.6,5787,1661,31,,,0,91.63200000000001,13690.5834,12846.6,94.40000000000001,1467.1723,167.73175475,101.7,1.017,5652.03839652,59225,42985.36125,462.98,5787,1733.17,29,,,0,101.323,16087.9536,14570.4,108.55,1643.1244,187.4182358912,101.9,1.036323,5828.30614163,67160,46791.99,463.4,5787.36,2199,29,,,0,26.644,18618.569,16404.6,19.9016,1851.6779,215.34445548,102.1,1.058085783,5614.29645076,68871,53399.32,463.86,5787,2228,29,,,0,29.979,21363,18486.8,27.91,2040.5291,243.5673442,101.7,1.076073241311001,5642.851687,76647,57874,464.16,5787,2421.22,29,,,0,31.891,24154,20373.4,32.55,2285.9268,280.62859113,102.1,1.098670779378532,5567.209965,85444,61069,464.58,5787,2524.61,28,,,0,36.068,27821.6772,22823.2,36.31,2562.4008,324.19942398,101.8997237,1.11954248855936,6788.148786915621,97414,65509,465.1899999999999,5787,2664,30,,,0,40.808,32139,25583.2,41.61,2872.9607,374.3123849199999,102,1.141933338330547,8264.550213183542,105145,70851,463.57,5787,2796,22,,,0,45.707,37123,28683.9,46.58,3161.4334,412.6226597,103.1,1.177333271818794,8742.90746934757,112831,79895,463.61,5788,2961,16,,,0,47.134,40931,31567.2,48.02
泸州,泸州市,Luzhou,28.8776683036072,105.448524069326,1320.21,84.11433853599999,100,1,3007.314037,21339,30732.52,422.5,12228,927.8499999999999,25,,,0,1.1,8410,13201,.222,1534.1,106.08572375,102.6,1.026,3278.48984539,24317,35407.44,419.7,12236,1150.01,26,,,0,5,10600,15336,1.358,2111.55,143.0277393428,103.2,1.058832,4100.9397424,26848,43105.41,416.7,12236,1329.05,23,,,0,1.4,14300,21114.1,.4479,2539.73,183.8452055723604,101.8,1.077890976,4064.57250471,29655,47310.01,415.5,12236,1369,23,,,0,2.2,18381,25395.1,.5731193,3257.9809,253.1115773804,101.5,1.09405934064,4263.472591,31714,52051,417.7,12236,1421.5,23,,,0,3.009,25306,32576.8,.8280999999999999,3616.4502,331.29920448895,102.07246266,1.116733311953006,4366.929305,34497,56048,419.9,12236,1526.81,21,,,0,4.302,33122,36160.2,1.19242565,4934.8962,441.8756681291769,101.79886677,1.136821856411249,4652.983916,37020,65725,421.4,12236,1590.7,18,,,0,3.162,44182,49345.8,.8244931599999999,5198.6101,512.7994329646543,101.84339127,1.157777931267786,5176.273,39230,72722,422.6,12236,1703.37,19,,,0,2.401,51275,51983.7,.74701491,5547.3219,596.5171359670825,102.66169746,1.188594477056781,6103.10991511,48105,76607,424.4,12236.2,1765.76,18,,,0,5.019,59640,55468.2,1.69799184
洛阳,洛阳市,Luoyang,34.6242627792194,112.459421298311,6870,348,100,1,3428.627221,41198,33471.82,659.52,15200,1792,59,91,26,0,530,45536,47823,155.26,7765,402.7,102.9,1.029,3729.85823981,45315.81579527,38322,663.5899999999999,15236,2040.87,63,92,28,0,612.8,59193.62,54695.7,179.4969,8600,485,103.05189139,1.0604039624031,3851.3378635,47568.5272674,40469.39761442,666.24,15236,2268.62,65,90,35,0,700.5,69862.28,63764.6,202.96,9500,601,101.7,1.078430829763953,3831.610754,49417,44484.2,674.27,15236,2349,67,88,39,0,842.1,77386.90000000001,70379.5,238.16,10400,780,102,1.099999446359232,3987.195633,51692,46515,682.54,15236,2369.55,66,91,39,0,1004.2,89536.64999999999,80162.2,309.01,11400,905,101.85181874,1.120369442246808,4387.564666,56410,51295,688.2,15236,2494.85,62,86,41,0,1149.9,101265.95,89300,348.6916,12400,1044,101,1.131573136669277,4865.635089,62982,57863,692.13,15236,2654.21,54,92,45,0,1332.801,101700,123000,399.2982,13200,1148,101.76829008,1.151582632192944,5485.780233,67707,65974,694.5899999999999,15236,2986.86,55,93,71,0,1413.2,141920,120964.2,431.9367,14200,1321,102.4,1.179220615365575,6399.75299141,71632.59929301,72457,701.58,15236,3106.6,50,98,82,0,1500.616,164769,139955.6,641.7
济南,济南市,Jinan,36.6565542017872,117.12639941261,4008.49,382.88958064,100,1,6676.207361,64310,44004.45,688.51,8177,6361.4,103,,,0,289.9,37370,39795,142.28,4667.8926,461.8216645,102.4,1.024,8061.97384919,69444,48829.04,694.96,8177,7250.99,86,,,0,315.926,45170,46363,160.3432,5126.5244,528.8682802303999,102.8,1.052672,7026.18099032,74994,54389,699.88,8177,7452,90,,,0,307.244,51950,50958,151.2672,5588.2473,598.67838824,102.2,1.075830784,7159.71289,82052,62322.6,706.7,7998,7980,,,,0,314.473,58820,55568,170.58,6094.394200000001,681.9723515528,101.9,1.096271568896,7531.006881,85919,68997,713.2,7998,8357.93,,,,0,332.942,67050,60611,184.1942,6618.4526,775.9249591353,102.7,1.125870901256192,8408.969567,90999,77012,723.3100000000001,7998.4113,9059.99,,,,0,351.526,76290,65833,196.0911,7285.5,889.381696452,102,1.148388319281316,9718.222825000001,98967,84645,732.12,7998.4113,9420.290000000001,,,,0,375,87531,72480,208.414,8007.6421,1069.446942074,102.6,1.178246415582631,12171.03253864,106302,91651,746.04,7998.4113,9691.52,,,,0,398.421,105470,79678,222.851,10025.96,1285.8663564825,103.3,1.217128547296857,11500.69933715,106416,100593,890.8700000000001,10244,12231.57,,,,24,456.6,126690,99803,274.9345
济宁,济宁市,Jining,35.4201773945296,116.593612348539,3651.92,286.47534996,100,1,3596.935585,35716.60052,39251.5,,11423,2760.7,53,,,0,340.2,27500,36179,177.67,4238.3587,342.22308,102.1,1.021,3971.75016553,39165.05636,44526.47,815.8100000000001,11423,3484.42,61,,,0,373.587,33060,42010,184.128,4735.914299999999,392.5876234028,101.5,1.036315,3621.97534622,42796,47304,820.5799999999999,11311,4241,59,,,0,354.143,38270,47005,159.6529,5183.3434,443.397509956,103.2,1.06947708,3949.902277,46213,50435.52,824,11311,4456,,,,0,306.434,43510,51527,135.077,5650.809999999999,504.9230619643999,100.8,1.07803289664,4010.853977,48529,54077,829.9200000000001,11311,4455.55,,,,0,321,49582,56187.1,146.1541,6133.0862,573.6377074367,102.2,1.10174962036608,4206.161565,52346,57362,835.4399999999999,11186.9763,4565.059999999999,,,,0,345.762,56351,60985.1,152.4729,6761,656.872262856,101.1,1.113868866190107,4654.818982,55430,61909,837.5899999999999,11186.9763,5011.46,49,,,0,327.9,64617.12,67282.10000000001,158.492,7174.7163,780.4130508200001,101.1,1.126121423718198,5633.61333851,58972,65213,834.5899999999999,11186.9763,5378.47,,,,0,329.863,77060.573315,71417.3,148.205,8040.8,873.1504001129999,103.4,1.164409552124616,6202.070474,52331,75238,835.6,11187,5426.33,,,,0,283.9,86753.73804,80124.10000000001,81.36579999999999
海口,海口市,Haikou,20.0440494392567,110.325525471264,845.9799999999999,55.583279424,100,1,6663.946936,36356,38059.82,209.37,2305,2213.11,60,,,0,146.8,5310,8313,38.448,952.9048,104.4242125,103.3,1.033,6516.64281958,39436,40805,221.91,2305,2438.72,50,,,0,179.741,10160,9349.307000000001,44.74,1044.3089,120.151144,102.9,1.062957,7344.25177026,44068,46175,227.16,2305,2487.81,47,,,0,156.632,11755,10286.457,42,1130.6767,142.0257675508,102.19,1.0862357583,7477.63901979,47246,50608,234.98,2284,2568,45,,,0,136.91,13972,11169.857,37.5361,1225.2075,162.6038467268,101.2,1.0992705873996,7637.380714,47987,57455,241.48,2304,2578.7,43,,,0,121.975,16006,12130.1,40.8427,1329.6478,184.2313930165,103,1.132248705021588,8868.485489000001,53069,62030,249.63,2305,2605.07,40,,,0,136.478,18124,13160,45.0355,2427.6831,269.9994146422,103.3,1.169612912287301,11695.74158064,55910,68037,258.75,2305,2605.07,39,,,0,181.931,26599,24094.9,59.3829,2670.8496,303.531900516,102.44,1.198151467347111,12644.44847,58302,77632,268.01,2305,3262.12,38,,,0,261.296,29811,26447.2,81.934,2820.3879,327.5100935535,103.31,1.2378102809163,15562.0656,61573,85121,277.32,2297,3305.02,36,,,0,291.186,32061,27912.693,100.0231
淄博,淄博市,Zibo,36.8190856833218,118.061452534898,3085.12,262.58951308,100,1,4308.056872,72181.83966,37943.89,,5946,3381.4,35,,,0,209.2,25520,30642,114.41,3519.8158,310.9804229375,102.3,1.023,4900.96903805,77875.71911999999,41998.59,457.93,5965,3673.33,35,,,0,232.158,30290,34966,128.0067,3837.7002,353.1679539412,101.7,1.040391,5000,82889,47182,459.26,5965,3684,36,,,0,219.002,34600,38158,115.7391,4166.1704,395.381787644,101.6,1.057037256,5347.054551,87531,51143.39,461.5,5965,3864,,,,0,194.704,38960,41467,94.123,4508.876600000001,448.5576888224,101.1,1.068664665816,5394.207001,89235,56782,464.2,5965,3923.9,,,,0,195.766,44260,44893,95.6536,4885.6941,510.1578863478,102.3,1.093243953129768,5561.306951,95904,61928,468.6899999999999,5964.92,4170.78,,,,0,202.941,50361,48654,98.57859999999999,5362.1,583.05261171,101.2,1.106362880567325,6035.842479,101569,67003,470.84,5964.92,4838.96,,,,0,210,57621,53411,101.345,5879.4627,665.08746046,102.9,1.138447404103778,7738.1571229,75938,71432,470.18,5964.92,5210.23,,,,0,214.627,65812,58580,105.29,6390.27,745.9894107395,103,1.172600826226891,8333.114738939999,77510,78815,469.68,5965,5537.9,,,,0,199.7,73970,63703,91.1707
淮北,淮北市,Huaibei,33.9616563002763,116.804537267029,534.72,30.451844256,100,1,3729,26225,50070.24,212,2741,981,4,,,0,14.2,3007,5333,5.912,724.75,43.769271875,102.2,1.022,4056.16357696,29284.53734479,57012,212.3,2741,1017.12,4,,,0,19.5,4318,7228,9.335000000000001,529.39,48.88738466,102.1,1.043462,4452.55433748,32996,52378.26,214.2,2741,1066,4,,,0,13.9,4850,5280,6.255,619.65,56.550635808,101.3,1.057027006,4421.73253663,35324,52683.96,215.9,2741,1099,4,,,0,16.5,5610,6180,7.336,717.45,67.788790152,100.8,1.065483222048,4410.169076,35057,51096,217.9,2741,1202.96,4,,,0,18.5,6728.566,7156,8.077999999999999,826.234,80.51540909500001,101.3,1.079334503934624,4619.567253,36427,50307,220.8,2741,1261,4,,,0,21.34,7990,8241,9.265000000000001,1479.3931,96.43264366,101,1.09012784897397,5268.672993,41660,64335,222.79,2741,1302,4,,,0,19.931,9580,14774,9.369999999999999,1668.5947,110.224737648,102.2,1.114110661651397,5940.434351,43962,72146,225.41,2741,1400,3,,,0,21.947,10950,16664,10.952,1854.5509,126.85773124,102.6,1.143077538854333,6298.09298909,47654,78796,227,2741,1511,3,,,0,23.509,12610,18522,10.984
淮南,淮南市,Huainan,32.6318473990533,117.006388850716,836.36,42.385888888,100,1,3852,28983,51909.92,233.08,2584,1072.2,19,,,0,19.6,4179,8344,9.226000000000001,1040.9,58.0062275,102.2,1.022,4152.11067505,33489,57559,233.9,2584,1286.63,27,,,0,25,5715,10384,13.564,1190.55,66.88692678000001,102.6,1.048572,4220.2929555,34897,58597.11,235.65,2584,1468.6,24,,,0,33,6570,11872.5,19.165,1303.5,75.347234112,101.4,1.063252008,4203.60016963,33361,61775.37,237.5,2584,1480,32,,,0,35,7410,13000,20.304,1521.8,91.10988278799999,100.9,1.072821276072,4034.110034,32298,59424,239.7,2584,1616.32,31,,,0,37,8941.5322,15181,27.207,2118.1,136.4310818,101.2,1.085695131384864,4107.027748,27990,63713,345.6,5532,1688,20,,,0,41,13400,21140,36.6,2483.5,164.171766462,101,1.096552082698713,5015.145797,30540,71218,348.7,5532,1789,25,,,0,50,16170,24785,36.609,2796.77,187.63835738,101.7,1.115193468104591,6538.293514,32487,84508,348.95,5532,1981,24,,,0,61.7,18500,27906,39.87,3114.9,216.40228698,102.8,1.14641888521152,5997.7107085,37140,91156,349,5532,2087,24,,,0,76,21270,31073,53.668
淮安,淮安市,Huaian,33.6162953010331,119.021483670706,1401.4428,147.91393264,100,1,4168.598394,35181,36984.17,480.34,10072,2386,39,,,0,32.328,14616.8119,13982.1,27.03,1614.1999,174.57741,102.4,1.024,4079.31188225,39992,41966.16159,480.3,10072,2632.03,38,,,0,34.699,17264.831,16107.3,30.56,1834.2565,200.6676362048,102.2,1.046528,4123.34399464,46418,45522.74,482.6899999999999,10072,2810,39,,,0,10.565,20011.7903,18332,8.8764,2090.9607,232.43654964,102.1,1.068505088,4504.744050132149,51213,51302.82,485.21,10030,2910,48,,,0,13.607,23163,20896,13.13,2325.2575,264.99038472,101.5,1.08453266432,4615.202740697237,58558,55232,487.2,10030,2976.65,48,,,23,14.675,26402,23237.9,15.58,2612.3623,306.76949015,102.2,1.10839238293504,4476.686906573012,65993,59642,489,10030,3506.1,48,,,23,18.223,30563.6978,26105.4,17.05,2934.1377,355.0947575,101.9,1.129451838210806,5429.92193949026,71525,64631,491.4,10030,3654,36,,,23,23.977,35366,29317.4,21.25,3292.7132,410.78972118,102.1,1.153170326813233,6201.683578752942,77596,71472,492.5,10030,3752,29,,,23,26.032,40923,32901.1,23.57,3661.0162,467.30667195,102.7,1.18430592563719,6394.49668442222,82699,77874,493.26,10030,4053,27,,,23,25.462,46566,36584.7,23.87
